Looking to learn and have fun,Looking for friends,0.8479079119026801
Looking to learn and have fun,LF friends to learn/play from,0.8056057576711844
Looking to learn and have fun,Support main lf duo unranked,0.4149080018877643
Looking to learn and have fun,Furry improving on league,0.6229968607274181
Looking to learn and have fun,Crappy support/mid looking for people to play with,0.8601234900349226
Looking to learn and have fun,looking for braum support for kled,0.7589553676929177
Looking to learn and have fun,Silver 1 75% ER lloking to duo to gold or higher,0.6540467443894964
Looking to learn and have fun,LF cool friends,0.596869467234543
Looking to learn and have fun,Gold 1 ADC looking for low plat/high hold support duo,0.6700949729150235
Looking to learn and have fun,"Support main, lf someone around plat v to duo with",0.7480429998024215
Looking to learn and have fun,Gold 3 looking for duo to climb,0.7825150312710711
Looking to learn and have fun,Looking for someone nice/competent,0.8177187100751175
Looking to learn and have fun,"Playing all night, looking for nami/lul",0.7644402033713069
Looking to learn and have fun,dia smurfs only,0.3170081231003555
Looking to learn and have fun,looking for adc main,0.6310755221317146
Looking to learn and have fun,"plat+, is support name",0.661753547195282
Looking to learn and have fun,is jungle main,0.5653221710238201
Looking to learn and have fun,looking for non toxic player to win lane,0.7634915710701803
Looking to learn and have fun,Looking for a fun duo partner,0.8229083325920566
Looking to learn and have fun,Jayce mid one trick,0.4509876895264035
Looking to learn and have fun,looking to climb and have fun,0.9509487827473004
Looking to learn and have fun,"vayne otp looking for a thresh otp for a diamond rush before season ends,",0.6816301324128403
Looking to learn and have fun,Someone who wants to play a solid amount of games and climb. Aggressive Support Leona Main Smurfs Welcome,0.8614813842886261
Looking to learn and have fun,HELP ME CARRY PLEASE I need gold before season ends,0.8298568215583758
Looking to learn and have fun,"Looking for serious, commited, duo partner with good cs to climb with till end of season",0.8520390587672898
Looking to learn and have fun,looking far an adc that know what he's doing !!!,0.8264065437694255
Looking to learn and have fun,Looking for main ADC Gold V+ to try and climb to Platinum. I mainly play Leona but I can play Thresh and Blitzcrank too,0.8422846350737556
Looking to learn and have fun,Was high plat last season. Im trying to get back on my old level of play after a very long break.,0.8354135597532825
Looking to learn and have fun,Looking for yasuo adc. Knockup support main.,0.6976693115367804
Looking to learn and have fun,Looking to get to platinum before the end of the season with someone,0.8548253034760049
Looking to learn and have fun,Looking for a duo GOLD 3 and higher to climb. Add me have a mic please. Play to win,0.8754578253165515
Looking to learn and have fun,I need help getting to Silver. I play like silver just stuck in bronze. Need someone to climb with,0.8696400780308612
Looking to learn and have fun,LOOKING FOR SUPPORT TO DUO WITH ALL NIGHT FAST FAST FAST,0.8305334421182217
Looking to learn and have fun,"Tryhard platinum before end season Someone who understands late game,teamfighting,splitpushing, doesnt tilt from feeding",0.7705996905641099
Looking to learn and have fun,"somebody who wants to duo bot and climb, i have a brain hope you do too",0.8801857393877396
Looking to learn and have fun,"going to be a positive player who knows what their doing, 0 toxicity or contributing to someone else tilting.",0.8589150781782002
Looking to learn and have fun,"hey, if you looking to get gold this season hmu and we'll get there fast :)",0.8802544986579159
Looking to learn and have fun,Ranking up silver smurf to plat before season ends. Just add AdrianeRzS. Only Silver 1+,0.7286825786963884
Looking to learn and have fun,Looking for a duo to get diamond before season ends ! add me on league and lets win some games,0.8563093168717384
Looking to learn and have fun,Heyo I'm looking for someone to duo with that wants to have fun and win all we play / wants to rank up obviously ^^!,0.9198052745373072
